Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,608.386714575999,602.516979299112,592.476537451681,590.427738791141,588.930450759474,578.985909020837,584.386882896106,553.036478884366,426.030015291798
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,-20.7371456208414
Afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.12277329020889,6.88210294277301,7.58538233129798,9.50265278288094,9.89845089688421,..,..,..,..
Afghanistan,AFG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.558013470595918,0.544465179629164,0.514492082955642,0.627717584970134,0.719338940458301,0.891281199402031,0.692528088004276,0.653621702792632,..
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3780.69820205676,3855.75973394744,3952.80253807527,4090.371656678,4249.80373367726,4431.53918098494,4543.38652018643,4410.45516523171,4830.59631691622
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80222740040676,4.01935968514439,2.08806337615015,-3.48163037314293,8.51550112324915
Albania,ALB,Gini index,SI.POV.GINI,..,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,16.5032706123389,18.3019361358269,18.5157898553099,17.590229809729,18.8874919791442,18.5459516560754,18.1443771903866,17.017906947217,..
Albania,ALB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.94742328506208,3.07589474829461,1.62184909615697,1.33314397099504,1.43578597762629,1.86823588394589,1.77966521665406,1.25377173185565,..
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4057.76613682293,4129.42390210603,4197.42136055142,4246.2435654224,4218.08370129479,4188.22175743517,4153.00481594021,3873.5100150745,3943.17198337712
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.8,3.80000000016804,3.69999999958893,3.20000000006691,1.29999999991843,1.20000000049063,0.999999999741789,-5.10000000018678,3.50000000049758
Algeria,DZA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,0.534319996833801,..,..,..,..
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,27.7341935761814,24.1267274230654,15.8771470438373,11.9977735940793,14.2882910784005,18.4817244457533,16.3420445424459,11.92571914195,..
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12098.2751505435,12494.9802110307,13101.5418159165,13116.4309769201,12442.8576653719,13049.3301536176,13288.3565565116,14303.6270325756,14396.3685581274
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,5.06535947712419,-1.86625194401245
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,..
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,37597.5561335484,38402.496869184,38885.3760140905,39886.4818035358,39321.4582703477,39319.9364136952,39413.6344732996,34394.2775534697,36839.8762185682
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.94941798050814
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Andorra,AND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Andorra,AND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,..,..
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3152.70432737825,3185.12240136461,3100.83068530533,2914.41545872801,2808.52175326664,2677.17781589774,2569.69134652945,2347.78703247628,2299.6405718262
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.9499999975523,4.81999999862724,0.939999999384781,-2.5799999964437,-0.149999999638098,-1.31631210213166,-0.69999999780272,-5.60000000041939,1.09999999999965
Angola,AGO,Gini index,SI.POV.GINI,..,..,..,..,..,51.3,..,..,..
Angola,AGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,0.0322900004684925,..,..,..,..,..
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.184762657139,13.5426301621262,11.0020190179303,9.73251248352788,9.223777502108,9.64477850341357,10.090385804431,..,..
Angola,AGO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,30.8504654159641,23.7586260592338,10.8292890562817,10.8922202726371,16.436781826354,27.5331192785728,26.13835473684,25.5179628326171,..
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14015.8793149044,14427.4069090612,14861.8827074704,15570.9040636643,15962.6801186395,16967.0862296598,17697.2311549703,14040.3675461654,14692.4156212259
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.600876396735046,3.79572761294251,3.82529309880827,5.49645920357835,3.14432323970505,6.883640816875,4.86223616575663,-20.1923705722071,5.2708488395119
Antigua and Barbuda,ATG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,..
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13105.397163317,12716.2242038544,11341.2683655863,12402.4907912317
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.94323513446069,10.3982494646904
Argentina,ARG,Gini index,SI.POV.GINI,40.9,41.6,..,42,41.1,41.3,42.9,42.3,42
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.618489980697632,0.593959987163544,0.622619986534119,0.558149993419647,0.556309998035431,0.494349986314774,0.457130014896393,..,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.939623860491,9.99239008384335,10.5943975145081,10.8715360069805,..
Argentina,ARG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.01544202009906,2.74526885141793,1.08743567210003,0.936269075921548,1.12360659021161,2.1012769363927,2.19160282132649,1.8285686630972,..
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3402.08390435316,3538.5294441069,3666.1418758065,3689.8301361784,3985.91675673291,4215.89945615491,4561.96786576599,4256.13129015707,4522.31910742549
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999999999,5.69999999999997
Armenia,ARM,Gini index,SI.POV.GINI,30.6,31.5,32.4,32.5,33.6,34.4,30,25.1,27.9
Armenia,ARM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.222159996628761,0.241510003805161,0.250019997358322,0.233050003647804,0.227880001068115,0.188759997487068,0.178540006279945,0.209209993481636,..
Armenia,ARM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.5862138752919,21.5991745525223,20.931220827141,21.2773752756378,20.7806533587524,20.8701039031814,22.2851709900772,21.8604192761626,..
Armenia,ARM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.09715390179819,0.306948916870014,0.760031512472534,0.221817707840072,0.245814089354522,1.09329824684405,2.20118869582475,2.48328139508655,..
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27821.7915999069,27624.3773003771,28421.3864931862,28852.2370667381,30270.9416008153,31705.2790531117,31762.7340256358,25823.634823564,30271.8334746536
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.42981691368789,-0.0204792135982075,3.54362965997541,2.11671612265083,5.48237117396357,5.25785567271588,0.635029268285663,-18.5890997764476,17.1725085129983
Aruba,ABW,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Aruba,ABW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Aruba,ABW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Aruba,ABW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.00223610685990329,0.00323541770715472,0.00238783952282852,0.00334392389804081,0.00282695847055913,0.00187491277347098,..,..,..
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,55729.1929884612,56320.1102887168,56710.4457244504,57356.0512417034,57703.0343638334,58481.0344237649,58870.0216937531,58117.4520268812,59341.2377401658
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.57875428825342,2.57901711177597,2.1527359059391,2.73054799209893,2.28218364248465,2.88304512347683,2.1713962244835,-0.0508853360838941,2.23621243944461
Australia,AUS,Gini index,SI.POV.GINI,..,34.4,..,33.7,..,34.3,..,..,..
Australia,AUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.17848992347717,..,1.9208300113678,..,1.8792599439621,..,1.82928001880646,..,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.9553816536045,21.9079605429011,21.8829486756956,22.2770760006709,22.0918702681558,23.1974319385011,23.4130769701014,22.6119503645166,..
Australia,AUS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,5.31112525259261,4.74052852118708,3.27562265193913,4.05730127248191,5.06070784243654,5.47462365219589,5.81237679344498,5.91844174901544,..
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44299.3781845446,44245.1687398338,44195.8175947748,44590.2516278164,45281.723399938,46154.6250956541,46647.0809634335,43455.7000665738,45238.3907144733
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0255047121972183,0.661272848852605,1.01450158590511,1.98943716230463,2.25857243250671,2.42538536088061,1.51738858303159,-6.45396846689127,4.55685091308877
Austria,AUT,Gini index,SI.POV.GINI,30.8,30.5,30.5,30.8,29.7,30.8,30.2,29.8,..
Austria,AUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.95492005348206,3.08429002761841,3.04969000816345,3.11654996871948,3.05656003952026,3.09057998657227,3.12971997261047,3.20128011703491,..
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,26.4151730942712,26.4178983110922,26.8261674155428,25.4191692326751,25.4222261761887,25.4175021216714,25.5821783311983,24.1869279246765,..
Austria,AUT,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.224162918916449,0.188597856637289,0.134762917973439,0.112235849137765,0.127694328348208,0.144713201452784,0.113911595806064,0.0886772989072538,..
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5425.90529208285,5505.98823266036,5500.31038244408,5270.55297483365,5229.5261405359,5262.18380792188,5348.26526707105,5083.3816401988,5344.42134817085
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.80980084268208,2.75050681535518,1.09397591627469,-3.09999988037266,0.199999938958655,1.49999999999999,2.50000006743734,-4.30000010230737,5.60003727280338
Azerbaijan,AZE,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.209690004587173,0.209779992699623,0.222320005297661,0.206369996070862,0.184679999947548,0.184159994125366,0.200130000710487,0.22435000538826,..
Azerbaijan,AZE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.3883331614589,14.2125356482603,15.6031629275469,14.5555165725558,13.1640455061148,12.9712717874444,14.2188526451777,..,..
Azerbaijan,AZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,26.9327970337295,22.9135435142889,14.5219616959837,15.3320767739454,20.9716333862586,29.3546240939992,25.4816019448311,18.8017532307309,..
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29902.2434249107,30182.1943265257,30206.2404347372,29699.1855975451,30371.580984382,30705.6019729505,31082.8060960243,23566.5753253459,26705.5660079272
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.86329394469671,1.84730293962872,0.99680084631899,-0.857664318755752,3.05015734789234,1.8310077944388,1.89616370306027,-23.8226075898758,13.7197349437703
"Bahamas, The",BHS,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.6741860992351,11.2496129181915,12.6754056945346,14.1893439828976,14.897433080938,14.3908966901331,16.6658935176763,19.1583170988195,..
"Bahamas, The",BHS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.014628204466075,0.0176754252123636,0.0142284971225151,0.0172000157782544,0.0172668668963389,0.0131164597095545,0.01245949621164,0.0179214631341619,..
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23012.7083415266,23107.9565925844,22795.4488576612,22810.7749240924,23019.2557426695,23023.1197800625,23414.2190743533,22510.4040791872,23234.7120724362
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.41683981012071,4.35039085252969,2.48537855758804,3.55812811897778,4.29094977756338,2.11113047304872,2.1669646688237,-4.93585497941497,2.22535124229128
Bahrain,BHR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,0.101159997284412,..,..,..,..,..,..,..
Bahrain,BHR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,24.8392438036047,22.5653624832189,12.2495472644117,8.76533723503548,10.1569284072004,13.0369080147772,11.3142283399329,8.6827268844,..
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1120.68594020214,1173.89363446619,1236.00506049059,1307.73303467616,1376.60420794304,1460.30501692162,1557.96529123717,1593.3483212523,1684.43438995348
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.0136056584178,6.0610593589202,6.55263987878382,7.11347821325363,6.59024999794057,7.31941263014136,7.88191515117722,3.44802145482763,6.93867508910159
Bangladesh,BGD,Gini index,SI.POV.GINI,..,..,..,32.4,..,..,..,..,..
Bangladesh,BGD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,8.96241331564248,8.6353777373447,8.49834882820801,7.31691184755758,6.99714263243688,7.73177216647423,7.63863817850188,7.00153652321841,..
Bangladesh,BGD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.16540741571536,1.11560721426565,0.923666722752773,0.586126104470663,0.56319753187907,0.599715199260464,0.412651566102271,0.318967548680135,..
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16667.7383770438,16615.5054382111,16990.2194668498,17385.2007497069,17430.8732103088,17220.9310014747,17168.1456868491,14855.6898587069,14800.8381460905
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.44740681837786,-0.0872629534726741,2.47261987248125,2.53302488224136,0.456290512904502,-1.02713910017275,-0.131147253497488,-13.3110215258234,-0.189272866293138
Barbados,BRB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Barbados,BRB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..
Barbados,BRB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,23.0699473021349,23.517045401494,25.3397249327109,27.4784601945234,..,..,..,..,..
Barbados,BRB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.532195138001254,0.462755001018461,0.195077776195894,0.142933942866438,0.217743353114144,0.321377221369412,0.279179607104937,0.221262259307958,..
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6110.90466736341,6212.91277243518,5967.05220384914,5811.19794357554,5964.89294392711,6165.90933024502,6264.86096486176,6247.43190947199,6418.23763437028
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.00347084085645,1.72638485417002,-3.82957055828379,-2.52644643552364,2.53218350023035,3.14919759374963,1.40000000000001,-0.699607613645853,2.29987941172813
Belarus,BLR,Gini index,SI.POV.GINI,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..
Belarus,BLR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.651910006999969,0.505479991436005,0.499989986419678,0.500630021095276,0.584110021591187,0.604430019855499,0.577329993247986,0.548969984054565,..
Belarus,BLR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.3549628478795,12.6977245264198,14.1730944654204,13.7882356123814,13.0190056104974,14.6725689698389,13.3015061393462,12.0229071990569,..
