Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.12277329020889,6.88210294277301,7.58538233129798,9.50265278288094,9.89845089688421,..,..,..,..
Afghanistan,AFG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,608.386714575999,602.516979299112,592.476537451681,590.427738791141,588.930450759474,578.985909020837,584.386882896106,553.036478884366,426.030015291798
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,-20.7371456208414
Afghanistan,AFG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.603571665401867,0.542756499666634,0.469916949251438,0.617409905168126,0.702981728943138,0.855264249305936,0.682287828246046,0.305978171646739,0.428525449642917
Albania,ALB,Gini index,SI.POV.GINI,..,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,16.5032706123389,18.3019361358269,18.5157898553099,17.590229809729,18.8874919791442,18.5459516560754,18.1443771903866,17.017906947217,17.8743860497327
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3780.69820205676,3855.75973394744,3952.80253807527,4090.371656678,4249.80373367726,4431.53918098494,4543.38652018643,4410.45516523171,4830.59631691622
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80222740040676,4.01935968514439,2.08806337615015,-3.48163037314293,8.51550112324915
Albania,ALB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.32799084447126,3.41690043441322,1.73486186826951,1.05848104238626,1.34604237945034,1.71111628143642,1.63497378546365,0.775369617467959,1.44260146706838
Algeria,DZA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4057.76613682293,4129.42390210603,4197.42136055142,4246.2435654224,4218.08370129479,4188.22175743517,4153.00481594021,3873.5100150745,3943.17198337712
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.8,3.80000000016804,3.69999999958893,3.20000000006691,1.29999999991843,1.20000000049063,0.999999999741789,-5.10000000018678,3.50000000049758
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,24.2231338959379,22.6123097835033,14.9252527493911,12.8191814025545,15.372392970843,20.7172028374976,18.5236789388593,14.0343770936226,22.5902703479201
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12098.2751505435,12494.9802110307,13101.5418159165,13116.4309769201,12442.8576653719,13049.3301536176,13288.3565565116,14303.6270325756,14396.3685581274
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,5.06535947712419,-1.86625194401245
American Samoa,ASM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Andorra,AND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,37597.5561335484,38402.496869184,38885.3760140905,39886.4818035358,39321.4582703477,39319.9364136952,39413.6344732996,34394.2775534697,36839.8762185682
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.94941798050814
Andorra,AND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0
Angola,AGO,Gini index,SI.POV.GINI,..,..,..,..,..,51.3,..,..,..
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.184762657139,13.5426301621262,11.0020190179303,9.73251248352788,9.223777502108,9.64477850341357,10.090385804431,..,..
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3152.70432737825,3185.12240136461,3100.83068530533,2914.41545872801,2808.52175326664,2677.17781589774,2569.69134652945,2347.78703247628,2299.6405718262
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.9499999975523,4.81999999862724,0.939999999384781,-2.5799999964437,-0.149999999638098,-1.31631210213166,-0.69999999780272,-5.60000000041939,1.09999999999965
Angola,AGO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,29.4000452272015,22.124247625088,13.3056748880613,20.8851202682195,25.9503299089307,32.045405604301,28.8978590593907,20.2476653863539,29.9674348417559
Antigua and Barbuda,ATG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
